shipment_id,route_id,vehicle_id,planned_departure,actual_departure,planned_arrival,actual_arrival,fuel_used_litres,delay_minutes
6848,R003,V022,2023-12-10 11:00:00,2023-12-10 11:05:00,2023-12-10 17:03:00,2023-12-10 17:42:00,36.51783860391114,39
6849,R006,V011,2023-12-10 00:00:00,2023-12-10 00:21:00,2023-12-10 03:46:00,2023-12-10 04:11:00,6.762515522192604,25
6850,R034,V036,2023-12-10 15:00:00,2023-12-10 15:21:00,2023-12-10 16:16:00,2023-12-10 16:16:00,38.880799072759636,0
6851,R042,V002,2023-12-10 18:00:00,2023-12-10 17:55:00,2023-12-11 00:28:00,2023-12-11 00:46:00,106.29322885606125,18
6852,R037,V038,2023-12-10 10:00:00,2023-12-10 10:07:00,2023-12-10 17:22:00,2023-12-10 17:40:00,99.30896990895386,18
6853,R017,V012,2023-12-10 06:00:00,2023-12-10 06:17:00,2023-12-10 14:51:00,2023-12-10 14:51:00,85.927477282113,0
6854,R034,V002,2023-12-10 14:00:00,2023-12-10 14:18:00,2023-12-10 15:16:00,2023-12-10 16:03:00,37.639341660684835,47
6855,R009,V015,2023-12-10 02:00:00,2023-12-10 02:19:00,2023-12-10 08:06:00,2023-12-10 08:32:00,61.95383139162343,26
6856,R017,V020,2023-12-10 22:00:00,2023-12-10 22:28:00,2023-12-11 06:51:00,2023-12-11 06:57:00,86.99686526286534,6
6857,R015,V048,2023-12-10 16:00:00,2023-12-10 16:15:00,2023-12-10 17:12:00,2023-12-10 17:17:00,36.64865229099363,5
6858,R002,V026,2023-12-10 17:00:00,2023-12-10 17:03:00,2023-12-10 20:39:00,2023-12-10 20:39:00,83.49696884629121,0
6859,R035,V030,2023-12-10 05:00:00,2023-12-10 05:06:00,2023-12-10 09:09:00,2023-12-10 09:38:00,36.022153659294474,29
6860,R037,V040,2023-12-11 15:00:00,2023-12-11 14:50:00,2023-12-11 22:22:00,2023-12-11 22:22:00,100.50662467128028,0
6861,R033,V007,2023-12-11 16:00:00,2023-12-11 16:28:00,2023-12-12 00:02:00,2023-12-12 00:47:00,8.674875605516432,45
6862,R003,V028,2023-12-11 08:00:00,2023-12-11 08:25:00,2023-12-11 14:03:00,2023-12-11 14:24:00,32.304821423305505,21
6863,R004,V036,2023-12-11 17:00:00,2023-12-11 17:06:00,2023-12-11 23:33:00,2023-12-12 00:10:00,30.320682888642608,37
6864,R007,V025,2023-12-11 16:00:00,2023-12-11 16:00:00,2023-12-11 21:15:00,2023-12-11 21:15:00,51.92747691291213,0
6865,R007,V009,2023-12-11 07:00:00,2023-12-11 07:26:00,2023-12-11 12:15:00,2023-12-11 12:51:00,57.44163607606182,36
6866,R003,V020,2023-12-11 13:00:00,2023-12-11 13:24:00,2023-12-11 19:03:00,2023-12-11 19:46:00,34.73431808193983,43
6867,R028,V044,2023-12-11 07:00:00,2023-12-11 07:29:00,2023-12-11 14:27:00,2023-12-11 14:41:00,9.143239909428733,14
6868,R006,V043,2023-12-11 22:00:00,2023-12-11 22:19:00,2023-12-12 01:46:00,2023-12-12 02:13:00,6.256893900867172,27
6869,R041,V005,2023-12-11 15:00:00,2023-12-11 15:17:00,2023-12-11 19:56:00,2023-12-11 20:52:00,27.073268339946335,56
6870,R023,V010,2023-12-11 09:00:00,2023-12-11 09:26:00,2023-12-11 16:42:00,2023-12-11 17:36:00,14.105667483123147,54
6871,R001,V037,2023-12-11 10:00:00,2023-12-11 09:55:00,2023-12-11 15:16:00,2023-12-11 15:16:00,73.76609814093874,0
6872,R029,V010,2023-12-11 07:00:00,2023-12-11 06:52:00,2023-12-11 08:20:00,2023-12-11 08:29:00,51.164857099729616,9
6873,R034,V037,2023-12-11 16:00:00,2023-12-11 16:02:00,2023-12-11 17:16:00,2023-12-11 17:18:00,35.91745663495738,2
6874,R038,V008,2023-12-11 03:00:00,2023-12-11 02:52:00,2023-12-11 06:19:00,2023-12-11 06:37:00,96.55981035584841,18
6875,R001,V018,2023-12-11 19:00:00,2023-12-11 18:54:00,2023-12-12 00:16:00,2023-12-12 00:18:00,79.24817700518238,2
6876,R005,V018,2023-12-11 23:00:00,2023-12-11 23:13:00,2023-12-12 03:41:00,2023-12-12 04:46:00,22.513189994448418,65
6877,R047,V007,2023-12-11 10:00:00,2023-12-11 10:09:00,2023-12-11 16:41:00,2023-12-11 16:48:00,50.93557268896254,7
6878,R017,V024,2023-12-11 04:00:00,2023-12-11 03:56:00,2023-12-11 12:51:00,2023-12-11 12:51:00,93.29302436872787,0
6879,R026,V028,2023-12-11 02:00:00,2023-12-11 02:12:00,2023-12-11 11:34:00,2023-12-11 11:46:00,88.78478634203738,12
6880,R001,V005,2023-12-12 21:00:00,2023-12-12 21:11:00,2023-12-13 02:16:00,2023-12-13 02:34:00,72.4192281482075,18
6881,R047,V009,2023-12-12 16:00:00,2023-12-12 15:53:00,2023-12-12 22:41:00,2023-12-12 22:49:00,55.29042662998445,8
6882,R020,V013,2023-12-12 07:00:00,2023-12-12 07:14:00,2023-12-12 14:48:00,2023-12-12 14:48:00,32.74021757565338,0
6883,R041,V044,2023-12-12 19:00:00,2023-12-12 19:00:00,2023-12-12 23:56:00,2023-12-12 23:56:00,25.592214016621018,0
6884,R032,V009,2023-12-12 01:00:00,2023-12-12 01:02:00,2023-12-12 02:01:00,2023-12-12 02:01:00,93.45562356237096,0
6885,R014,V049,2023-12-12 04:00:00,2023-12-12 03:58:00,2023-12-12 09:20:00,2023-12-12 09:39:00,28.22233480175406,19
6886,R005,V017,2023-12-12 01:00:00,2023-12-12 01:05:00,2023-12-12 05:41:00,2023-12-12 05:41:00,25.96450944591744,0
6887,R010,V028,2023-12-12 03:00:00,2023-12-12 03:04:00,2023-12-12 12:02:00,2023-12-12 12:02:00,12.074168535281649,0
6888,R006,V030,2023-12-12 19:00:00,2023-12-12 19:15:00,2023-12-12 22:46:00,2023-12-12 22:54:00,6.257654885062853,8
6889,R021,V039,2023-12-12 01:00:00,2023-12-12 01:12:00,2023-12-12 06:35:00,2023-12-12 06:50:00,84.07351951462655,15
6890,R025,V028,2023-12-12 03:00:00,2023-12-12 02:50:00,2023-12-12 09:03:00,2023-12-12 09:57:00,83.47417884078544,54
6891,R020,V025,2023-12-12 12:00:00,2023-12-12 12:06:00,2023-12-12 19:48:00,2023-12-12 20:26:00,32.19415478673031,38
6892,R047,V013,2023-12-12 08:00:00,2023-12-12 08:21:00,2023-12-12 14:41:00,2023-12-12 14:41:00,57.84240020000972,0
6893,R026,V005,2023-12-12 06:00:00,2023-12-12 06:17:00,2023-12-12 15:34:00,2023-12-12 16:26:00,87.18901566693184,52
6894,R049,V005,2023-12-12 06:00:00,2023-12-12 06:06:00,2023-12-12 12:17:00,2023-12-12 13:01:00,64.92598965652006,44
6895,R037,V030,2023-12-12 23:00:00,2023-12-12 22:51:00,2023-12-13 06:22:00,2023-12-13 07:01:00,92.43600836194351,39
6896,R040,V020,2023-12-12 21:00:00,2023-12-12 20:52:00,2023-12-13 02:02:00,2023-12-13 03:31:00,13.774826874431442,89
6897,R022,V013,2023-12-12 18:00:00,2023-12-12 17:50:00,2023-12-12 22:29:00,2023-12-12 22:29:00,17.757933008964383,0
6898,R031,V023,2023-12-12 22:00:00,2023-12-12 21:56:00,2023-12-13 02:39:00,2023-12-13 03:08:00,34.4067647554077,29
6899,R041,V006,2023-12-12 05:00:00,2023-12-12 05:05:00,2023-12-12 09:56:00,2023-12-12 09:56:00,25.148832569322753,0
6900,R044,V012,2023-12-12 21:00:00,2023-12-12 21:09:00,2023-12-13 02:24:00,2023-12-13 02:24:00,20.67831245109522,0
6901,R006,V050,2023-12-12 00:00:00,2023-12-12 00:17:00,2023-12-12 03:46:00,2023-12-12 03:46:00,6.884263210491444,0
6902,R048,V014,2023-12-12 11:00:00,2023-12-12 10:53:00,2023-12-12 12:20:00,2023-12-12 12:20:00,83.93603858154107,0
6903,R006,V041,2023-12-12 12:00:00,2023-12-12 11:53:00,2023-12-12 15:46:00,2023-12-12 15:46:00,6.473580220732986,0
6904,R011,V027,2023-12-12 20:00:00,2023-12-12 20:23:00,2023-12-13 04:11:00,2023-12-13 05:14:00,101.84845357120615,63
6905,R011,V003,2023-12-12 13:00:00,2023-12-12 13:27:00,2023-12-12 21:11:00,2023-12-12 21:36:00,87.02071414468803,25
6906,R031,V021,2023-12-13 19:00:00,2023-12-13 19:02:00,2023-12-13 23:39:00,2023-12-13 23:39:00,35.84494453310264,0
6907,R012,V032,2023-12-13 22:00:00,2023-12-13 22:27:00,2023-12-14 07:38:00,2023-12-14 08:25:00,10.910404317818683,47
6908,R004,V040,2023-12-13 07:00:00,2023-12-13 07:07:00,2023-12-13 13:33:00,2023-12-13 13:55:00,33.6092870869066,22
6909,R022,V040,2023-12-13 06:00:00,2023-12-13 06:25:00,2023-12-13 10:29:00,2023-12-13 10:29:00,17.58986573056792,0
6910,R004,V017,2023-12-13 18:00:00,2023-12-13 18:06:00,2023-12-14 00:33:00,2023-12-14 01:00:00,31.09201979497414,27
6911,R008,V018,2023-12-13 00:00:00,2023-12-13 00:06:00,2023-12-13 07:27:00,2023-12-13 07:27:00,71.03545401098151,0
6912,R001,V042,2023-12-13 16:00:00,2023-12-13 15:53:00,2023-12-13 21:16:00,2023-12-13 21:16:00,82.39321046105191,0
6913,R040,V013,2023-12-13 03:00:00,2023-12-13 03:13:00,2023-12-13 08:02:00,2023-12-13 08:02:00,14.84050870956358,0
6914,R006,V032,2023-12-13 19:00:00,2023-12-13 19:09:00,2023-12-13 22:46:00,2023-12-13 22:46:00,6.27686097909905,0
6915,R005,V003,2023-12-13 15:00:00,2023-12-13 14:57:00,2023-12-13 19:41:00,2023-12-13 20:15:00,23.988706072894605,34
6916,R032,V009,2023-12-13 05:00:00,2023-12-13 05:12:00,2023-12-13 06:01:00,2023-12-13 06:01:00,80.53238135284224,0
6917,R025,V025,2023-12-13 09:00:00,2023-12-13 09:24:00,2023-12-13 15:03:00,2023-12-13 15:13:00,83.74013446639155,10
6918,R027,V006,2023-12-14 15:00:00,2023-12-14 15:15:00,2023-12-14 23:53:00,2023-12-14 23:53:00,20.449025178014196,0
6919,R019,V023,2023-12-14 11:00:00,2023-12-14 11:27:00,2023-12-14 13:19:00,2023-12-14 13:28:00,51.7309882019163,9
6920,R043,V008,2023-12-14 19:00:00,2023-12-14 18:53:00,2023-12-14 22:22:00,2023-12-14 23:26:00,24.195012408914092,64
6921,R003,V018,2023-12-14 14:00:00,2023-12-14 14:28:00,2023-12-14 20:03:00,2023-12-14 20:27:00,33.68603148348206,24
6922,R001,V032,2023-12-14 10:00:00,2023-12-14 10:02:00,2023-12-14 15:16:00,2023-12-14 15:18:00,68.23928454225931,2
6923,R040,V044,2023-12-14 06:00:00,2023-12-14 05:58:00,2023-12-14 11:02:00,2023-12-14 11:37:00,14.404206949807618,35
6924,R042,V028,2023-12-14 01:00:00,2023-12-14 01:03:00,2023-12-14 07:28:00,2023-12-14 08:06:00,98.8416611109739,38
6925,R048,V021,2023-12-14 22:00:00,2023-12-14 22:13:00,2023-12-14 23:20:00,2023-12-14 23:27:00,80.94935704913968,7
6926,R046,V039,2023-12-14 23:00:00,2023-12-14 23:12:00,2023-12-15 08:39:00,2023-12-15 09:17:00,16.745442605139196,38
6927,R049,V021,2023-12-14 05:00:00,2023-12-14 05:28:00,2023-12-14 11:17:00,2023-12-14 11:22:00,74.64833368471432,5
6928,R026,V045,2023-12-14 15:00:00,2023-12-14 15:13:00,2023-12-15 00:34:00,2023-12-15 00:34:00,93.20448235076492,0
6929,R050,V033,2023-12-14 00:00:00,2023-12-14 00:04:00,2023-12-14 02:02:00,2023-12-14 02:02:00,66.34717809836755,0
6930,R043,V032,2023-12-15 22:00:00,2023-12-15 21:55:00,2023-12-16 01:22:00,2023-12-16 02:26:00,24.981445352586338,64
6931,R022,V044,2023-12-15 08:00:00,2023-12-15 08:04:00,2023-12-15 12:29:00,2023-12-15 13:19:00,20.163269412102327,50
6932,R038,V019,2023-12-15 04:00:00,2023-12-15 03:55:00,2023-12-15 07:19:00,2023-12-15 07:43:00,92.98115620663145,24
6933,R005,V025,2023-12-15 07:00:00,2023-12-15 07:17:00,2023-12-15 11:41:00,2023-12-15 12:15:00,23.03159739401379,34
6934,R039,V013,2023-12-15 00:00:00,2023-12-15 00:11:00,2023-12-15 03:10:00,2023-12-15 03:58:00,73.3505147801617,48
6935,R032,V022,2023-12-15 12:00:00,2023-12-15 11:52:00,2023-12-15 13:01:00,2023-12-15 13:01:00,79.95951393791614,0
6936,R026,V013,2023-12-15 21:00:00,2023-12-15 21:17:00,2023-12-16 06:34:00,2023-12-16 07:21:00,82.75725543877085,47
6937,R017,V006,2023-12-15 14:00:00,2023-12-15 13:56:00,2023-12-15 22:51:00,2023-12-15 22:51:00,100.06779370789542,0
6938,R024,V041,2023-12-15 10:00:00,2023-12-15 10:20:00,2023-12-15 14:22:00,2023-12-15 14:22:00,91.64095319377687,0
6939,R033,V007,2023-12-15 20:00:00,2023-12-15 20:19:00,2023-12-16 04:02:00,2023-12-16 04:35:00,7.814345388753199,33
6940,R045,V024,2023-12-15 07:00:00,2023-12-15 07:16:00,2023-12-15 13:11:00,2023-12-15 13:44:00,89.0672970475521,33
6941,R013,V044,2023-12-15 19:00:00,2023-12-15 19:11:00,2023-12-15 23:17:00,2023-12-15 23:17:00,74.53746884186577,0
6942,R012,V002,2023-12-15 14:00:00,2023-12-15 14:01:00,2023-12-15 23:38:00,2023-12-16 00:10:00,9.687752633035275,32
6943,R019,V030,2023-12-15 12:00:00,2023-12-15 11:53:00,2023-12-15 14:19:00,2023-12-15 14:45:00,50.682362980363145,26
6944,R047,V038,2023-12-15 19:00:00,2023-12-15 19:15:00,2023-12-16 01:41:00,2023-12-16 01:44:00,51.04678915144033,3
6945,R050,V046,2023-12-15 14:00:00,2023-12-15 14:25:00,2023-12-15 16:02:00,2023-12-15 16:05:00,61.2851939682452,3
6946,R020,V005,2023-12-15 21:00:00,2023-12-15 21:12:00,2023-12-16 04:48:00,2023-12-16 04:56:00,29.050308244327745,8
6947,R010,V024,2023-12-15 09:00:00,2023-12-15 09:29:00,2023-12-15 18:02:00,2023-12-15 18:02:00,11.579392045572954,0
6948,R034,V034,2023-12-15 14:00:00,2023-12-15 14:03:00,2023-12-15 15:16:00,2023-12-15 15:16:00,35.351975423631266,0
6949,R004,V007,2023-12-15 02:00:00,2023-12-15 02:24:00,2023-12-15 08:33:00,2023-12-15 09:32:00,31.315660551560484,59
6950,R037,V022,2023-12-15 17:00:00,2023-12-15 17:08:00,2023-12-16 00:22:00,2023-12-16 00:22:00,92.93273640332353,0
6951,R008,V027,2023-12-15 21:00:00,2023-12-15 21:04:00,2023-12-16 04:27:00,2023-12-16 05:03:00,68.7416479545421,36
6952,R003,V032,2023-12-15 14:00:00,2023-12-15 14:19:00,2023-12-15 20:03:00,2023-12-15 21:18:00,37.191141881428095,75
6953,R015,V044,2023-12-15 18:00:00,2023-12-15 18:15:00,2023-12-15 19:12:00,2023-12-15 19:45:00,42.19875895794147,33
6954,R049,V046,2023-12-15 20:00:00,2023-12-15 20:19:00,2023-12-16 02:17:00,2023-12-16 02:18:00,74.35672947360082,1
6955,R012,V044,2023-12-15 20:00:00,2023-12-15 20:23:00,2023-12-16 05:38:00,2023-12-16 05:44:00,10.75506948252796,6
6956,R039,V042,2023-12-15 02:00:00,2023-12-15 02:09:00,2023-12-15 05:10:00,2023-12-15 06:22:00,74.65600594319298,72
6957,R021,V005,2023-12-15 16:00:00,2023-12-15 16:19:00,2023-12-15 21:35:00,2023-12-15 21:35:00,90.25436128203523,0
6958,R045,V009,2023-12-15 20:00:00,2023-12-15 20:08:00,2023-12-16 02:11:00,2023-12-16 02:33:00,82.79618172774606,22
6959,R044,V022,2023-12-16 04:00:00,2023-12-16 04:07:00,2023-12-16 09:24:00,2023-12-16 09:24:00,21.234835324444287,0
6960,R010,V038,2023-12-16 19:00:00,2023-12-16 19:04:00,2023-12-17 04:02:00,2023-12-17 04:02:00,12.141415761287643,0
6961,R013,V002,2023-12-16 11:00:00,2023-12-16 11:17:00,2023-12-16 15:17:00,2023-12-16 15:39:00,68.10143105874342,22
6962,R028,V043,2023-12-16 05:00:00,2023-12-16 05:04:00,2023-12-16 12:27:00,2023-12-16 13:13:00,9.86559545943293,46
6963,R014,V006,2023-12-16 19:00:00,2023-12-16 18:53:00,2023-12-17 00:20:00,2023-12-17 00:20:00,28.36178246522033,0
6964,R014,V010,2023-12-16 03:00:00,2023-12-16 03:11:00,2023-12-16 08:20:00,2023-12-16 08:48:00,27.69046665911906,28
6965,R001,V030,2023-12-16 18:00:00,2023-12-16 18:12:00,2023-12-16 23:16:00,2023-12-16 23:26:00,68.64240140837735,10
6966,R028,V041,2023-12-16 05:00:00,2023-12-16 05:03:00,2023-12-16 12:27:00,2023-12-16 12:27:00,8.518761589336686,0
6967,R032,V049,2023-12-16 19:00:00,2023-12-16 19:19:00,2023-12-16 20:01:00,2023-12-16 21:09:00,79.9400250534605,68
6968,R011,V019,2023-12-16 23:00:00,2023-12-16 23:25:00,2023-12-17 07:11:00,2023-12-17 07:11:00,87.39903904960156,0
6969,R022,V033,2023-12-16 20:00:00,2023-12-16 20:06:00,2023-12-17 00:29:00,2023-12-17 00:29:00,17.978392130615077,0
6970,R040,V006,2023-12-16 05:00:00,2023-12-16 05:08:00,2023-12-16 10:02:00,2023-12-16 11:18:00,15.785622631975476,76
6971,R049,V027,2023-12-16 06:00:00,2023-12-16 06:08:00,2023-12-16 12:17:00,2023-12-16 12:52:00,62.013471008793246,35
6972,R020,V004,2023-12-16 11:00:00,2023-12-16 11:18:00,2023-12-16 18:48:00,2023-12-16 18:48:00,31.358067059492274,0
6973,R050,V006,2023-12-16 18:00:00,2023-12-16 18:25:00,2023-12-16 20:02:00,2023-12-16 20:02:00,69.90885824279799,0
6974,R001,V026,2023-12-16 08:00:00,2023-12-16 08:00:00,2023-12-16 13:16:00,2023-12-16 13:23:00,68.68111595425427,7
6975,R010,V040,2023-12-16 23:00:00,2023-12-16 23:03:00,2023-12-17 08:02:00,2023-12-17 08:02:00,11.106692720551033,0
6976,R031,V028,2023-12-16 23:00:00,2023-12-16 23:10:00,2023-12-17 03:39:00,2023-12-17 03:48:00,38.16270182851146,9
6977,R018,V014,2023-12-16 16:00:00,2023-12-16 16:14:00,2023-12-16 19:17:00,2023-12-16 19:25:00,10.583350475479566,8
6978,R027,V008,2023-12-17 07:00:00,2023-12-17 07:17:00,2023-12-17 15:53:00,2023-12-17 15:53:00,20.319510186461496,0
6979,R021,V010,2023-12-17 20:00:00,2023-12-17 20:23:00,2023-12-18 01:35:00,2023-12-18 01:43:00,94.60104584387727,8
6980,R027,V049,2023-12-17 19:00:00,2023-12-17 19:03:00,2023-12-18 03:53:00,2023-12-18 04:50:00,21.811345016146735,57
6981,R045,V011,2023-12-17 03:00:00,2023-12-17 03:21:00,2023-12-17 09:11:00,2023-12-17 09:20:00,87.20387652238514,9
6982,R004,V048,2023-12-17 22:00:00,2023-12-17 21:52:00,2023-12-18 04:33:00,2023-12-18 04:36:00,33.09051341328526,3
6983,R028,V025,2023-12-17 07:00:00,2023-12-17 07:07:00,2023-12-17 14:27:00,2023-12-17 14:27:00,8.829737935117588,0
6984,R025,V034,2023-12-17 11:00:00,2023-12-17 11:16:00,2023-12-17 17:03:00,2023-12-17 17:03:00,96.14451567200632,0
6985,R005,V011,2023-12-17 10:00:00,2023-12-17 10:15:00,2023-12-17 14:41:00,2023-12-17 15:55:00,25.01045819192994,74
6986,R025,V045,2023-12-17 18:00:00,2023-12-17 18:18:00,2023-12-18 00:03:00,2023-12-18 00:39:00,95.66955977521404,36
6987,R003,V035,2023-12-17 21:00:00,2023-12-17 21:10:00,2023-12-18 03:03:00,2023-12-18 03:20:00,34.12052013831307,17
6988,R005,V042,2023-12-17 15:00:00,2023-12-17 15:11:00,2023-12-17 19:41:00,2023-12-17 19:41:00,23.28242005454179,0
6989,R030,V048,2023-12-17 00:00:00,2023-12-17 00:20:00,2023-12-17 06:19:00,2023-12-17 06:19:00,96.2320921917118,0
6990,R019,V022,2023-12-17 05:00:00,2023-12-17 04:53:00,2023-12-17 07:19:00,2023-12-17 07:51:00,56.413113284995895,32
6991,R011,V007,2023-12-17 08:00:00,2023-12-17 08:19:00,2023-12-17 16:11:00,2023-12-17 16:15:00,98.92281475952686,4
6992,R050,V014,2023-12-17 04:00:00,2023-12-17 04:07:00,2023-12-17 06:02:00,2023-12-17 07:00:00,62.2851547192841,58
6993,R028,V005,2023-12-17 20:00:00,2023-12-17 20:06:00,2023-12-18 03:27:00,2023-12-18 03:27:00,9.639606777755452,0
6994,R042,V019,2023-12-17 05:00:00,2023-12-17 05:27:00,2023-12-17 11:28:00,2023-12-17 11:28:00,100.71939309567368,0
6995,R012,V037,2023-12-17 14:00:00,2023-12-17 14:19:00,2023-12-17 23:38:00,2023-12-17 23:53:00,9.596595942993213,15
6996,R017,V007,2023-12-17 09:00:00,2023-12-17 08:58:00,2023-12-17 17:51:00,2023-12-17 18:05:00,85.77277039300898,14
6997,R044,V020,2023-12-18 23:00:00,2023-12-18 23:22:00,2023-12-19 04:24:00,2023-12-19 04:24:00,21.3363863478753,0
6998,R014,V046,2023-12-18 20:00:00,2023-12-18 19:59:00,2023-12-19 01:20:00,2023-12-19 01:42:00,28.022952102920005,22
6999,R020,V009,2023-12-18 01:00:00,2023-12-18 00:59:00,2023-12-18 08:48:00,2023-12-18 08:59:00,29.610566051939987,11
7000,R048,V001,2023-12-18 22:00:00,2023-12-18 21:55:00,2023-12-18 23:20:00,2023-12-18 23:47:00,82.7985215425927,27
7001,R024,V011,2023-12-18 13:00:00,2023-12-18 13:20:00,2023-12-18 17:22:00,2023-12-18 17:30:00,80.44135553057096,8
7002,R026,V036,2023-12-18 15:00:00,2023-12-18 15:02:00,2023-12-19 00:34:00,2023-12-19 00:46:00,89.66716355574442,12
7003,R010,V037,2023-12-18 04:00:00,2023-12-18 04:07:00,2023-12-18 13:02:00,2023-12-18 13:02:00,12.336229765122704,0
7004,R009,V037,2023-12-18 07:00:00,2023-12-18 07:13:00,2023-12-18 13:06:00,2023-12-18 13:52:00,68.40844443040137,46
7005,R027,V038,2023-12-18 14:00:00,2023-12-18 13:52:00,2023-12-18 22:53:00,2023-12-18 23:05:00,23.02024161678979,12
7006,R027,V019,2023-12-18 23:00:00,2023-12-18 23:21:00,2023-12-19 07:53:00,2023-12-19 07:53:00,21.58895814158108,0
7007,R017,V030,2023-12-18 11:00:00,2023-12-18 11:24:00,2023-12-18 19:51:00,2023-12-18 19:51:00,87.66671648329024,0
7008,R035,V010,2023-12-18 15:00:00,2023-12-18 15:00:00,2023-12-18 19:09:00,2023-12-18 19:10:00,35.72031285223321,1
7009,R048,V039,2023-12-18 10:00:00,2023-12-18 09:50:00,2023-12-18 11:20:00,2023-12-18 11:20:00,84.29389677573513,0
7010,R011,V007,2023-12-18 17:00:00,2023-12-18 16:56:00,2023-12-19 01:11:00,2023-12-19 01:11:00,99.72315563849814,0
7011,R038,V046,2023-12-18 08:00:00,2023-12-18 08:06:00,2023-12-18 11:19:00,2023-12-18 11:58:00,97.96593084098758,39
7012,R020,V010,2023-12-18 04:00:00,2023-12-18 04:28:00,2023-12-18 11:48:00,2023-12-18 12:20:00,32.15189322168382,32
7013,R038,V026,2023-12-18 13:00:00,2023-12-18 13:23:00,2023-12-18 16:19:00,2023-12-18 16:45:00,102.10633020498419,26
7014,R003,V013,2023-12-18 02:00:00,2023-12-18 01:53:00,2023-12-18 08:03:00,2023-12-18 08:22:00,31.88345606768552,19
7015,R019,V037,2023-12-19 11:00:00,2023-12-19 11:29:00,2023-12-19 13:19:00,2023-12-19 13:19:00,55.125470670290575,0
7016,R012,V023,2023-12-19 08:00:00,2023-12-19 08:03:00,2023-12-19 17:38:00,2023-12-19 17:38:00,10.962332355505744,0
7017,R042,V044,2023-12-19 10:00:00,2023-12-19 10:16:00,2023-12-19 16:28:00,2023-12-19 16:50:00,94.35662112084135,22
7018,R033,V050,2023-12-19 06:00:00,2023-12-19 05:54:00,2023-12-19 14:02:00,2023-12-19 14:04:00,8.423279038415881,2
7019,R034,V021,2023-12-19 08:00:00,2023-12-19 08:26:00,2023-12-19 09:16:00,2023-12-19 10:35:00,40.165388740642655,79
7020,R032,V024,2023-12-19 02:00:00,2023-12-19 02:06:00,2023-12-19 03:01:00,2023-12-19 03:28:00,92.25748802718128,27
7021,R007,V042,2023-12-19 14:00:00,2023-12-19 14:11:00,2023-12-19 19:15:00,2023-12-19 20:05:00,49.6008933438904,50
7022,R005,V002,2023-12-19 08:00:00,2023-12-19 08:24:00,2023-12-19 12:41:00,2023-12-19 12:56:00,22.307281486563227,15
7023,R032,V043,2023-12-19 21:00:00,2023-12-19 21:06:00,2023-12-19 22:01:00,2023-12-19 22:27:00,90.53009642868943,26
7024,R029,V010,2023-12-19 06:00:00,2023-12-19 05:55:00,2023-12-19 07:20:00,2023-12-19 07:57:00,46.5108336826837,37
7025,R014,V048,2023-12-19 12:00:00,2023-12-19 12:21:00,2023-12-19 17:20:00,2023-12-19 18:21:00,30.60814512581072,61
7026,R025,V013,2023-12-19 09:00:00,2023-12-19 09:11:00,2023-12-19 15:03:00,2023-12-19 15:10:00,83.09275790279494,7
7027,R013,V037,2023-12-19 00:00:00,2023-12-19 00:17:00,2023-12-19 04:17:00,2023-12-19 05:15:00,71.86941501720496,58
7028,R013,V016,2023-12-19 19:00:00,2023-12-19 19:18:00,2023-12-19 23:17:00,2023-12-19 23:17:00,67.77850143560804,0
7029,R019,V038,2023-12-19 11:00:00,2023-12-19 11:05:00,2023-12-19 13:19:00,2023-12-19 13:19:00,48.902798284601275,0
7030,R040,V025,2023-12-19 23:00:00,2023-12-19 23:14:00,2023-12-20 04:02:00,2023-12-20 05:05:00,14.981067796341218,63
7031,R013,V045,2023-12-19 11:00:00,2023-12-19 11:08:00,2023-12-19 15:17:00,2023-12-19 15:17:00,71.78282651133824,0
7032,R005,V030,2023-12-19 15:00:00,2023-12-19 14:58:00,2023-12-19 19:41:00,2023-12-19 20:32:00,24.978841735910958,51
7033,R008,V009,2023-12-19 20:00:00,2023-12-19 19:57:00,2023-12-20 03:27:00,2023-12-20 03:27:00,60.79227437042505,0
7034,R017,V014,2023-12-19 01:00:00,2023-12-19 01:00:00,2023-12-19 09:51:00,2023-12-19 10:00:00,100.83204138665404,9
7035,R032,V028,2023-12-19 20:00:00,2023-12-19 19:54:00,2023-12-19 21:01:00,2023-12-19 21:22:00,86.17609019948814,21
7036,R025,V024,2023-12-19 19:00:00,2023-12-19 19:10:00,2023-12-20 01:03:00,2023-12-20 01:36:00,93.39884898577333,33
7037,R026,V022,2023-12-19 08:00:00,2023-12-19 07:56:00,2023-12-19 17:34:00,2023-12-19 18:02:00,91.96921934209345,28
7038,R010,V020,2023-12-20 00:00:00,2023-12-20 00:18:00,2023-12-20 09:02:00,2023-12-20 09:40:00,12.197047194610569,38
7039,R025,V017,2023-12-20 19:00:00,2023-12-20 19:03:00,2023-12-21 01:03:00,2023-12-21 01:03:00,89.89214839263255,0
7040,R029,V043,2023-12-20 17:00:00,2023-12-20 17:27:00,2023-12-20 18:20:00,2023-12-20 18:20:00,46.355481785582924,0
7041,R007,V019,2023-12-20 13:00:00,2023-12-20 12:50:00,2023-12-20 18:15:00,2023-12-20 18:15:00,57.644459442306214,0
7042,R025,V026,2023-12-20 15:00:00,2023-12-20 15:15:00,2023-12-20 21:03:00,2023-12-20 21:50:00,94.72251222747421,47
7043,R012,V050,2023-12-20 17:00:00,2023-12-20 17:09:00,2023-12-21 02:38:00,2023-12-21 02:38:00,9.8617779237156,0
